# portf_ret_nn_train,4.711973637
-0.014523,
0.006009,
0.059485,
0.027627,
0.042327,
0.040029,
0.068014,
0.035693,
0.071193,
0.081837,
0.002597,
0.032697,
0.039644,
0.045776,
0.009492,
0.0552,
0.034903,
0.024197,
0.032207,
0.014674,
0.003243,
0.026916,
0.030019,
0.087832,
0.004098,
0.00262,
0.052456,
0.01652,
0.010519,
0.095859,
0.045596,
0.049187,
0.029074,
0.031691,
0.060655,
0.014619,
0.013317,
0.045505,
0.035362,
0.116396,
-0.054629,
-0.009137,
-0.044323,
0.029256,
0.005301,
0.002927,
0.036365,
-0.08925,
0.040705,
0.042402,
0.081348,
0.039274,
0.000696,
0.017774,
0.091073,
0.058092,
0.025179,
-0.010524,
0.030723,
0.067818,
0.057079,
0.007348,
-0.002299,
0.064498,
-0.007725,
0.046554,
0.00807,
0.062477,
-0.009149,
0.006881,
0.002092,
0.033843,
0.027776,
0.023114,
0.012636,
0.09405,
0.065577,
-0.048866,
0.118898,
0.056039,
0.038715,
0.015964,
0.088279,
0.063769,
0.061318,
0.040727,
0.03549,
0.11313,
0.016053,
0.024794,
0.075981,
0.039997,
0.021589,
0.036863,
-0.008036,
0.005193,
0.040885,
0.03583,
0.050332,
0.067776,
0.033525,
0.045868,
0.10133,
0.059817,
0.029759,
0.039409,
0.01154,
0.008529,
0.054733,
0.033924,
0.026621,
0.046859,
0.051488,
0.053962,
0.061988,
0.066178,
0.072583,
0.087813,
0.056977,
0.063243,
0.182548,
0.069106,
0.087027,
0.100141,
0.023213,
0.03083,
0.267155,
0.092835,
0.091102,
0.072581,
0.043567,
0.070728,
0.066355,
0.061375,
0.07012,
0.177533,
0.066864,
0.048986,
0.134516,
0.111017,
0.08825,
0.100631,
0.11858,
0.129252,
0.099638,
0.06062,
0.061601,
0.079773,
0.073307,
0.067114,
0.194594,
0.173713,
0.087498,
0.058407,
0.042556,
0.052096,
0.05222,
0.076187,
0.027876,
0.036583,
0.053997,
0.088836,
0.110297,
0.061345,
0.061271,
0.075599,
0.061001,
0.036355,
0.082075,
0.035297,
0.053794,
0.063555,
0.067052,
0.064399,
0.056655,
0.051145,
0.075896,
0.089221,
0.104143,
0.094372,
0.040693,
0.15018,
0.131354,
0.088136,
0.110495,
0.061,
0.116507,
0.05039,
0.062914,
0.061982,
0.057477,
0.030859,
0.062056,
0.085599,
0.071341,
0.065229,
0.023304,
0.057945,
0.128009,
0.063291,
0.144817,
0.047331,
0.06237,
0.042121,
0.075934,
0.141079,
0.132941,
0.121149,
0.17444,
0.04277,
0.022116,
0.025883,
0.081551,
0.103749,
0.104851,
0.013191,
0.059756,
0.059273,
0.057625,
0.085151,
0.087246,
0.06797,
0.096703,
0.072782,
0.095309,
0.089214,
0.074704,
0.074524,
0.084657,
0.034583,
0.125216,
0.123626,
0.212444,
0.096699,
0.094383,
0.118539,
0.090204,
0.082885,
0.090974,
0.077267,
0.075869,
0.045386,
0.054204,
0.09847,
0.043722,
0.092557,
0.097899,
0.085742,
0.073062,
0.05075,
0.08729,
0.060801,
0.111395,
0.014045,
0.114743,
0.097652,
0.093799,
0.037481,
0.046248,
0.111189,
0.114476,
0.082477,
0.046754,
0.058556,
0.046368,
0.061612,
0.01227,
0.061871,
0.087215,
0.061371,
0.12472,
0.082569,
0.061683,
0.068251,
0.069617,
0.065672,
0.107282,
0.055808,
0.080606,
0.076651,
0.065494,
0.080359,
0.072448,
0.085292,
0.106489,
0.063611,
0.077774,
0.08717,
0.049159,
0.07451,
0.041306,
-0.009859,
0.039184,
0.155262,
0.156692,
0.096639,
0.095207,
0.068452,
0.052879,
0.085338,
0.034543,
0.040914,
0.054886,
0.050093,
0.031218,
0.052811,
0.073891,
0.052784,
0.071945,
0.053593,
0.067095,
0.048546,
0.06215,
0.073671,
0.058631,
0.012525,
0.073642,
0.059792,
0.015031,
0.06697,
0.090694,
0.051818,
0.134144,
0.072788,
0.074159,
0.092145,
0.069544,
0.117181,
0.119561,
0.051789,
0.150004,
0.19693,
0.149631,
0.112906,
0.070922,
0.052114,
0.039733,
0.035665,
0.076488,
0.044132,
0.127581,
-0.022104,
0.202193,
0.132922,
0.153269,
0.11226,
0.075956,
0.071309,
0.061904,
0.09361,
0.07308,
0.042927,
0.023772,
0.115673,
0.154387,
0.153437,
0.086803,
0.066709,
-0.007438,
0.091858,
0.050862,
0.086823,
0.090183,
0.103362,
0.042472,
0.037753,
0.092607,
0.049872,
0.055086,
0.011759,
0.050127,
0.029031,
0.0869,
0.060308,
0.076434,
0.060946,
0.049556,
0.086798,
0.13112,
0.06686,
0.055892,
0.08219,
0.086336,
0.080046,
0.101104,
0.093625,
0.05391,
0.076023,
0.061121,
0.07438,
0.113499,
0.100313,
0.097501,
0.066559,
0.110883,
0.11412,
0.173204,
0.016683,
0.041533,
0.122567,
0.065677,
0.052474,
0.096252,
0.127199,
0.133632,
0.079539,
-0.034019,
0.087658,
0.072379,
0.088396,
0.080449,
0.020174,
0.005957,
-0.031373,
0.083325,
0.063377,
0.080371,
0.098877,
0.029065,
0.043598,
0.097997,
0.048213,
0.194348,
0.172324,
0.34633,
0.178823,
0.236589,
0.077913,
0.182654,
0.234766,
0.121255,
0.072633,
0.154488,
0.091823,
0.071567,
0.101362,
0.299737,
0.29238,
0.278635,
0.348165,
0.148401,
0.212028,
0.119944,
0.078901,
0.190715,
0.157257,
0.122673,
0.157622,
0.188449,
0.121673,
0.455821,
0.233615,
0.144398,
0.139503,
0.179297,
0.111855,
0.102691,
0.115919,
0.09715,
0.167486,
0.137348,
0.106428,
0.178733,
0.096468,
0.110267,
0.144737,
0.109147,
0.098694,
0.139888,
0.108838,
0.146313,
0.126636,
0.130187,
0.132199,
0.135986,
0.078561,
0.079391,
0.060661,
0.138149,
0.108457,
0.145168,
0.089517,
0.123888,
0.151849,
0.090942,
0.079224,
0.155504,
0.053553,
0.060981,
0.064195,
0.04857,
0.035765,
0.051729,
0.027898,
0.081864,
0.060568,
0.13339,
0.111117,
0.026583,
0.028336,
0.049089,
0.019843,
0.10393,
0.07936,
0.114193,
0.048399,
0.043611,
0.036503,
0.090597,
0.059382,
0.06976,
0.0734,
0.068536,
0.040268,
0.041762,
0.033681,
0.034228,
0.073777,
0.076601,
0.053851,
0.054563,
0.061985,
0.06266,
0.045131,
0.03846,
0.0628,
0.031052,
0.037758,
0.026023,
0.037647,
0.051805,
0.06197,
0.051992,
0.062112,
0.111159,
0.05214,
0.039878,
0.123933,
0.079371,
0.034438,
0.175488,
0.106019,
0.029029,
0.033956,
0.026131,
0.259872,
0.180257,
0.063469,
0.233872,
0.471515,
0.300421,
0.173773,
0.1931,
0.200265,
0.124373,
0.074884,
0.11851,
0.102565,
0.114628,
0.079678,
0.124645,
0.109665,
0.046742,
0.017148,
0.095826,
0.072153,
0.134024,
0.078656,
0.064156,
0.108982,
0.086466,
0.070852,
0.02863,
0.041689,
0.060482,
0.034882,
0.049743,
0.028097,
-0.004604,
0.13659,
0.072782,
0.06553,
0.107546,
0.07194,
0.05819,
0.053976,
0.048583,
0.052366,
0.054104,
0.094949,
0.069145,
0.06208,
0.082488,
0.050284,
0.075889,
0.014616,
0.050186,
0.072534,
0.05625,
0.027921,
0.061243,
0.051495,
0.052803,
0.065999,
0.088779,
0.064367,
0.045132,
0.031339,
0.064586,
0.045201,
0.04684,
0.058778,
